"No.","Time","Source","Destination","Protocol","Length","Info"
"29","0.836681","10.215.173.1","142.250.74.202","TCP","1548","49492  >  443 [ACK] Seq=6895 Ack=208 Win=88576 Len=1460 [TCP segment of a reassembled PDU]"
"30","0.836697","142.250.74.202","10.215.173.1","TCP","88","443  >  49492 [ACK] Seq=208 Ack=8355 Win=184320 Len=0"
"31","0.836708","10.215.173.1","142.250.74.202","TLSv1.3","860","Application Data"
"32","0.836721","142.250.74.202","10.215.173.1","TCP","88","443  >  49492 [ACK] Seq=208 Ack=9127 Win=183552 Len=0"
"33","0.873683","47.241.96.168","10.215.173.1","TCP","96","443  >  36128 [SYN, ACK] Seq=0 Ack=1 Win=750 Len=0 MSS=1460 WS=256"
"34","0.873801","10.215.173.1","47.241.96.168","TCP","88","36128  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=0"
"35","0.875560","47.241.35.73","10.215.173.1","TCP","96","5222  >  56070 [SYN, ACK] Seq=0 Ack=1 Win=750 Len=0 MSS=1460 WS=256"
"36","0.875656","47.241.96.168","10.215.173.1","TCP","96","443  >  36126 [SYN, ACK] Seq=0 Ack=1 Win=750 Len=0 MSS=1460 WS=256"
"37","0.875707","10.215.173.1","47.241.35.73","TCP","88","56070  >  5222 [ACK] Seq=1 Ack=1 Win=87808 Len=0"
"38","0.875714","10.215.173.1","47.241.96.168","TCP","88","36126  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=0"
"39","0.877069","10.215.173.1","47.241.35.73","TCP","264","56070  >  5222 [PSH, ACK] Seq=1 Ack=1 Win=87808 Len=178 [TCP segment of a reassembled PDU]"
"40","0.877305","47.241.35.73","10.215.173.1","TCP","88","5222  >  56070 [ACK] Seq=1 Ack=179 Win=192000 Len=0"
"41","0.883048","10.215.173.1","47.241.96.168","TCP","464","36126  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=375 [TCP segment of a reassembled PDU]"
"42","0.883132","47.241.96.168","10.215.173.1","TCP","88","443  >  36126 [ACK] Seq=1 Ack=376 Win=191744 Len=0"
"43","0.883234","10.215.173.1","47.241.96.168","TLSv1.2","228","Client Hello"
"44","0.883342","47.241.96.168","10.215.173.1","TCP","88","443  >  36126 [ACK] Seq=1 Ack=518 Win=191488 Len=0"
"45","0.903269","10.215.173.1","47.241.96.168","TCP","464","36128  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=375 [TCP segment of a reassembled PDU]"
"46","0.903346","47.241.96.168","10.215.173.1","TCP","88","443  >  36128 [ACK] Seq=1 Ack=376 Win=191744 Len=0"
"47","0.903400","10.215.173.1","47.241.96.168","TLSv1.2","228","Client Hello"
"48","0.903498","47.241.96.168","10.215.173.1","TCP","88","443  >  36128 [ACK] Seq=1 Ack=518 Win=191488 Len=0"
"49","1.015732","142.250.74.202","10.215.173.1","TLSv1.3","1416","Application Data, Application Data, Application Data"
"50","1.016091","142.250.74.202","10.215.173.1","TLSv1.3","116","Application Data"
"51","1.016390","10.215.173.1","142.250.74.202","TCP","88","49492  >  443 [ACK] Seq=9127 Ack=1565 Win=91392 Len=0"
"52","1.143462","47.241.35.73","10.215.173.1","TCP","152","5222  >  56070 [PSH, ACK] Seq=1 Ack=179 Win=192000 Len=66 [TCP segment of a reassembled PDU]"
"53","1.143577","10.215.173.1","47.241.35.73","TCP","88","56070  >  5222 [ACK] Seq=179 Ack=67 Win=87808 Len=0"
"54","1.148306","10.215.173.1","47.241.35.73","TCP","888","56070  >  5222 [PSH, ACK] Seq=179 Ack=67 Win=87808 Len=799 [TCP segment of a reassembled PDU]"
"55","1.148518","47.241.35.73","10.215.173.1","TCP","88","5222  >  56070 [ACK] Seq=67 Ack=978 Win=191232 Len=0"
"56","1.177781","47.241.96.168","10.215.173.1","TLSv1.2","1488","Server Hello"
"57","1.177894","10.215.173.1","47.241.96.168","TCP","88","36128  >  443 [ACK] Seq=518 Ack=1401 Win=90624 Len=0"
"58","1.179818","47.241.96.168","10.215.173.1","TLSv1.2","1488","Server Hello"
"59","1.179900","10.215.173.1","47.241.96.168","TCP","88","36126  >  443 [ACK] Seq=518 Ack=1401 Win=90624 Len=0"
"60","1.179921","47.241.96.168","10.215.173.1","TCP","1488","443  >  36126 [PSH, ACK] Seq=1401 Ack=518 Win=192000 Len=1400 [TCP segment of a reassembled PDU]"
"61","1.179955","10.215.173.1","47.241.96.168","TCP","88","36126  >  443 [ACK] Seq=518 Ack=2801 Win=93440 Len=0"
"62","1.180885","47.241.96.168","10.215.173.1","TCP","1488","443  >  36128 [PSH, ACK] Seq=1401 Ack=518 Win=192000 Len=1400 [TCP segment of a reassembled PDU]"
"63","1.181097","10.215.173.1","47.241.96.168","TCP","88","36128  >  443 [ACK] Seq=518 Ack=2801 Win=93440 Len=0"
"64","1.185952","47.241.96.168","10.215.173.1","TLSv1.2","432","Certificate, Server Key Exchange, Server Hello Done"
"65","1.186122","10.215.173.1","47.241.96.168","TCP","88","36128  >  443 [ACK] Seq=518 Ack=3145 Win=96256 Len=0"
"66","1.197672","47.241.96.168","10.215.173.1","TLSv1.2","432","Certificate, Server Key Exchange, Server Hello Done"
"67","1.198087","10.215.173.1","47.241.96.168","TCP","88","36126  >  443 [ACK] Seq=518 Ack=3145 Win=96256 Len=0"
"68","1.215956","10.215.173.1","47.241.96.168","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"69","1.216010","47.241.96.168","10.215.173.1","TCP","88","443  >  36126 [ACK] Seq=3145 Ack=611 Win=192000 Len=0"
"70","1.217089","10.215.173.1","47.241.96.168","TLSv1.2","536","Application Data"
"71","1.217114","47.241.96.168","10.215.173.1","TCP","88","443  >  36126 [ACK] Seq=3145 Ack=1060 Win=191488 Len=0"
"72","1.235094","10.215.173.1","47.241.96.168","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"73","1.235167","47.241.96.168","10.215.173.1","TCP","88","443  >  36128 [ACK] Seq=3145 Ack=611 Win=192000 Len=0"
"74","1.237944","10.215.173.1","47.241.96.168","TLSv1.2","536","Application Data"
"75","1.237989","47.241.96.168","10.215.173.1","TCP","88","443  >  36128 [ACK] Seq=3145 Ack=1060 Win=191488 Len=0"
"76","1.383533","47.241.35.73","10.215.173.1","TCP","192","5222  >  56070 [PSH, ACK] Seq=67 Ack=978 Win=192000 Len=105 [TCP segment of a reassembled PDU]"
"77","1.425960","10.215.173.1","47.241.35.73","TCP","88","56070  >  5222 [ACK] Seq=978 Ack=172 Win=87808 Len=0"
"78","1.437555","47.241.96.168","10.215.173.1","TLSv1.2","344","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"79","1.451817","47.241.96.168","10.215.173.1","TLSv1.2","496","Application Data"
"80","1.452259","10.215.173.1","47.241.96.168","TCP","88","36126  >  443 [ACK] Seq=1060 Ack=3810 Win=101888 Len=0"
"81","1.455548","47.241.96.168","10.215.173.1","TLSv1.2","120","Application Data"
"82","1.455610","47.241.96.168","10.215.173.1","TLSv1.2","344","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"83","1.455652","10.215.173.1","47.241.96.168","TCP","88","36128  >  443 [ACK] Seq=1060 Ack=3403 Win=99072 Len=0"
"84","1.469616","47.241.96.168","10.215.173.1","TLSv1.2","496","Application Data"
"85","1.469791","10.215.173.1","47.241.96.168","TCP","88","36128  >  443 [ACK] Seq=1060 Ack=3810 Win=101888 Len=0"
"86","1.471457","47.241.96.168","10.215.173.1","TLSv1.2","120","Application Data"
"87","1.471547","10.215.173.1","47.241.96.168","TCP","88","36128  >  443 [ACK] Seq=1060 Ack=3844 Win=101888 Len=0"
"88","1.501870","10.215.173.1","47.241.96.168","TCP","88","36126  >  443 [ACK] Seq=1060 Ack=3844 Win=101888 Len=0"
"89","4.617760","10.215.173.1","10.215.173.2","DNS","108","Standard query 0x608c A mtalk.google.com"
"90","4.639628","10.215.173.2","10.215.173.1","DNS","156","Standard query response 0x608c A mtalk.google.com CNAME mobile-gtalk.l.google.com A 142.251.5.188"
"91","4.645332","10.215.173.1","142.251.5.188","TCP","108","37684  >  5228 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=3439199326 TSecr=0 WS=256"
"92","4.739496","142.251.5.188","10.215.173.1","TCP","96","5228  >  37684 [SYN, ACK] Seq=0 Ack=1 Win=750 Len=0 MSS=1460 WS=256"
"93","4.739719","10.215.173.1","142.251.5.188","TCP","88","37684  >  5228 [ACK] Seq=1 Ack=1 Win=87808 Len=0"
"94","4.740822","10.215.173.1","142.251.5.188","TCP","464","37684  >  5228 [ACK] Seq=1 Ack=1 Win=87808 Len=375 [TCP segment of a reassembled PDU]"
"95","4.740970","142.251.5.188","10.215.173.1","TCP","88","5228  >  37684 [ACK] Seq=1 Ack=376 Win=191744 Len=0"
"96","4.741066","10.215.173.1","142.251.5.188","TLSv1.3","244","Client Hello"
"97","4.741223","142.251.5.188","10.215.173.1","TCP","88","5228  >  37684 [ACK] Seq=1 Ack=534 Win=191488 Len=0"
"98","4.843754","142.251.5.188","10.215.173.1","TLSv1.3","292","Server Hello, Change Cipher Spec, Application Data"
"99","4.844225","10.215.173.1","142.251.5.188","TCP","88","37684  >  5228 [ACK] Seq=534 Ack=204 Win=88576 Len=0"
"100","4.845087","10.215.173.1","142.251.5.188","TLSv1.3","152","Change Cipher Spec, Application Data"
"101","4.845222","142.251.5.188","10.215.173.1","TCP","88","5228  >  37684 [ACK] Seq=204 Ack=598 Win=192000 Len=0"
"102","4.860101","10.215.173.1","142.251.5.188","TLSv1.3","520","Application Data"
"103","4.860238","142.251.5.188","10.215.173.1","TCP","88","5228  >  37684 [ACK] Seq=204 Ack=1032 Win=191488 Len=0"
"104","4.891296","10.215.173.1","8.8.8.8","DNS","120","Standard query 0x1fc5 A playatoms-pa.googleapis.com"
"105","4.959666","142.251.5.188","10.215.173.1","TLSv1.3","616","Application Data, Application Data"
"106","4.965536","142.251.5.188","10.215.173.1","TLSv1.3","172","Application Data"
"107","4.965633","10.215.173.1","142.251.5.188","TCP","88","37684  >  5228 [ACK] Seq=1032 Ack=817 Win=89600 Len=0"
"108","4.975506","142.251.5.188","10.215.173.1","TLSv1.3","120","Application Data"
"109","4.975612","8.8.8.8","10.215.173.1","DNS","136","Standard query response 0x1fc5 A playatoms-pa.googleapis.com A 216.58.212.170"
"110","5.017954","10.215.173.1","142.251.5.188","TCP","88","37684  >  5228 [ACK] Seq=1032 Ack=851 Win=89600 Len=0"
"111","11.103252","10.215.173.1","10.215.173.2","DNS","108","Standard query 0xcb32 A www.google.com"
"112","11.257658","10.215.173.2","10.215.173.1","DNS","124","Standard query response 0xcb32 A www.google.com A 142.250.186.36"
"113","11.263005","10.215.173.1","142.250.186.36","QUIC","1324","Initial, DCID=d2baeda0f7215ff2, PKN: 1, CRYPTO, PING, PADDING, PING, PADDING, PING, PING, PADDING, PING, PING, PADDING"
"114","11.264094","10.215.173.1","142.250.186.36","QUIC","152","0-RTT, DCID=d2baeda0f7215ff2"
"115","11.267161","10.215.173.1","142.250.186.36","TCP","108","41676  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=2851958551 TSecr=0 WS=256"
"116","11.557688","10.215.173.1","142.250.186.36","TCP","108","41680  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=2851958841 TSecr=0 WS=256"
"117","11.658572","10.215.173.1","142.250.186.36","QUIC","1324","Initial, DCID=d2baeda0f7215ff2, PKN: 4, PADDING, PING, PADDING, CRYPTO, PADDING, PING, PADDING, CRYPTO"
"118","12.059801","142.250.186.36","10.215.173.1","TCP","96","443  >  41680 [SYN, ACK] Seq=0 Ack=1 Win=750 Len=0 MSS=1460 WS=256"
"119","12.060077","10.215.173.1","142.250.186.36","TCP","88","41680  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=0"
"120","12.060874","10.215.173.1","142.250.186.36","TCP","464","41680  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=375 [TCP segment of a reassembled PDU]"
"121","12.061067","142.250.186.36","10.215.173.1","TCP","88","443  >  41680 [ACK] Seq=1 Ack=376 Win=191744 Len=0"
"122","12.061178","10.215.173.1","142.250.186.36","TLSv1.3","228","Client Hello"
"123","12.061394","142.250.186.36","10.215.173.1","TCP","88","443  >  41680 [ACK] Seq=1 Ack=518 Win=191488 Len=0"
"124","12.061487","142.250.186.36","10.215.173.1","TCP","96","443  >  41676 [SYN, ACK] Seq=0 Ack=1 Win=750 Len=0 MSS=1460 WS=256"
"125","12.061645","10.215.173.1","142.250.186.36","TCP","88","41676  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=0"
"126","12.063348","10.215.173.1","142.250.186.36","TCP","464","41676  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=375 [TCP segment of a reassembled PDU]"
"127","12.063540","142.250.186.36","10.215.173.1","TCP","88","443  >  41676 [ACK] Seq=1 Ack=376 Win=191744 Len=0"
"128","12.063665","10.215.173.1","142.250.186.36","TLSv1.3","228","Client Hello"
"129","12.063900","142.250.186.36","10.215.173.1","TCP","88","443  >  41676 [ACK] Seq=1 Ack=518 Win=191488 Len=0"
"130","12.086022","142.250.186.36","10.215.173.1","QUIC","1324","Protected Payload (KP0)"
"131","12.086243","142.250.186.36","10.215.173.1","QUIC","340","Protected Payload (KP0)"
"132","12.089504","10.215.173.1","142.250.186.36","QUIC","1324","Handshake, DCID=d2baeda0f7215ff2"
"133","12.091777","142.250.186.36","10.215.173.1","QUIC","172","Initial, SCID=d2baeda0f7215ff2, PKN: 5, CC"
"134","12.092222","142.250.186.36","10.215.173.1","QUIC","168","Handshake, SCID=d2baeda0f7215ff2"
"135","12.092499","142.250.186.36","10.215.173.1","QUIC","152","Protected Payload (KP0)"
"136","12.115204","10.215.173.1","142.250.186.36","QUIC","1324","Initial, DCID=d27521c1f97a73d8, PKN: 1, PING, PADDING, PING, PING, PING, PING, PING, CRYPTO, PADDING"
"137","12.116230","10.215.173.1","142.250.186.36","QUIC","152","0-RTT, DCID=d27521c1f97a73d8"
"138","12.116342","10.215.173.1","142.250.186.36","QUIC","888","0-RTT, DCID=d27521c1f97a73d8"
"139","12.154286","142.250.186.36","10.215.173.1","TLSv1.3","1476","Server Hello, Change Cipher Spec"
"140","12.154934","10.215.173.1","142.250.186.36","TCP","88","41680  >  443 [ACK] Seq=518 Ack=1389 Win=90624 Len=0"
"141","12.170596","142.250.186.36","10.215.173.1","TCP","1548","443  >  41680 [ACK] Seq=1389 Ack=518 Win=192000 Len=1460 [TCP segment of a reassembled PDU]"
"142","12.171054","10.215.173.1","142.250.186.36","TCP","88","41680  >  443 [ACK] Seq=518 Ack=2849 Win=93440 Len=0"
"143","12.171132","142.250.186.36","10.215.173.1","TCP","1548","443  >  41680 [ACK] Seq=2849 Ack=518 Win=192000 Len=1460 [TCP segment of a reassembled PDU]"
"144","12.171393","10.215.173.1","142.250.186.36","TCP","88","41680  >  443 [ACK] Seq=518 Ack=4309 Win=96512 Len=0"
"145","12.171462","142.250.186.36","10.215.173.1","TLSv1.3","188","Application Data"
"146","12.171697","10.215.173.1","142.250.186.36","TCP","88","41680  >  443 [ACK] Seq=518 Ack=4408 Win=96512 Len=0"
"147","12.176660","10.215.173.1","142.250.186.36","TLSv1.3","160","Change Cipher Spec, Application Data"
"148","12.176919","142.250.186.36","10.215.173.1","TCP","88","443  >  41680 [ACK] Seq=4408 Ack=592 Win=192000 Len=0"
"149","12.192071","142.250.186.36","10.215.173.1","TLSv1.3","1476","Server Hello, Change Cipher Spec"
"150","12.192693","10.215.173.1","142.250.186.36","TCP","88","41676  >  443 [ACK] Seq=518 Ack=1389 Win=90624 Len=0"
"151","12.193994","142.250.186.36","10.215.173.1","TCP","1476","443  >  41676 [PSH, ACK] Seq=1389 Ack=518 Win=192000 Len=1388 [TCP segment of a reassembled PDU]"
"152","12.194282","10.215.173.1","142.250.186.36","TCP","88","41676  >  443 [ACK] Seq=518 Ack=2777 Win=93440 Len=0"
"153","12.194333","142.250.186.36","10.215.173.1","QUIC","172","Initial, SCID=d2baeda0f7215ff2, PKN: 5, CC"
"154","12.194579","142.250.186.36","10.215.173.1","TCP","1548","443  >  41676 [ACK] Seq=2777 Ack=518 Win=192000 Len=1460 [TCP segment of a reassembled PDU]"
"155","12.195026","10.215.173.1","142.250.186.36","TCP","88","41676  >  443 [ACK] Seq=518 Ack=4237 Win=96512 Len=0"
"156","12.195082","142.250.186.36","10.215.173.1","QUIC","168","Handshake, SCID=d2baeda0f7215ff2"
"157","12.195597","142.250.186.36","10.215.173.1","TLSv1.3","260","Application Data"
"158","12.196022","10.215.173.1","142.250.186.36","TCP","88","41676  >  443 [ACK] Seq=518 Ack=4409 Win=99328 Len=0"
"159","12.196077","142.250.186.36","10.215.173.1","QUIC","152","Protected Payload (KP0)"
"160","12.205218","10.215.173.1","142.250.186.36","TLSv1.3","160","Change Cipher Spec, Application Data"
"161","12.205481","142.250.186.36","10.215.173.1","TCP","88","443  >  41676 [ACK] Seq=4409 Ack=592 Win=192000 Len=0"
"162","12.217956","142.250.186.36","10.215.173.1","QUIC","1324","Protected Payload (KP0)"
"163","12.218558","142.250.186.36","10.215.173.1","QUIC","696","Protected Payload (KP0)"
"164","12.219563","142.250.186.36","10.215.173.1","QUIC","104","Protected Payload (KP0)"
"165","12.222177","10.215.173.1","142.250.186.36","QUIC","1324","Handshake, DCID=d27521c1f97a73d8"
"166","12.222841","10.215.173.1","142.250.186.36","QUIC","108","Protected Payload (KP0), DCID=d27521c1f97a73d8"
"167","12.267910","142.250.186.36","10.215.173.1","QUIC","392","Protected Payload (KP0)"
"168","12.268431","142.250.186.36","10.215.173.1","QUIC","272","Protected Payload (KP0)"
"169","12.269005","10.215.173.1","142.250.186.36","QUIC","112","Protected Payload (KP0), DCID=d27521c1f97a73d8"
"170","12.311753","142.250.186.36","10.215.173.1","QUIC","196","Protected Payload (KP0)"
"171","12.313822","10.215.173.1","142.250.186.36","QUIC","108","Protected Payload (KP0), DCID=d27521c1f97a73d8"
"172","12.345629","142.250.186.36","10.215.173.1","QUIC","100","Protected Payload (KP0)"
"173","14.769606","10.215.173.1","10.215.173.2","DNS","116","Standard query 0x335a A youtubei.googleapis.com"
"174","14.791565","10.215.173.2","10.215.173.1","DNS","132","Standard query response 0x335a A youtubei.googleapis.com A 142.250.186.138"
"175","14.795208","10.215.173.1","10.215.173.2","DNS","112","Standard query 0xdf87 A www.googleapis.com"
"176","14.817560","10.215.173.2","10.215.173.1","DNS","368","Standard query response 0xdf87 A www.googleapis.com A 142.250.185.202 A 142.250.185.234 A 142.250.184.234 A 142.250.186.42 A 142.250.186.74 A 142.250.186.106 A 142.250.186.138 A 142.250.186.170 A 172.217.18.106 A 142.250.184.202 A 172.217.23.106 A 216.58.212.138 A 142.250.185.74 A 142.250.185.106 A 142.250.185.138 A 142.250.185.170"
"177","14.834007","10.215.173.1","10.215.173.2","DNS","104","Standard query 0x4e3e A i.ytimg.com"
"178","14.855906","10.215.173.1","142.250.186.138","GQUIC","1424","Client Hello, PKN: 1, CID: 5941524626570576836"
"179","14.856491","10.215.173.2","10.215.173.1","DNS","360","Standard query response 0x4e3e A i.ytimg.com A 142.250.184.246 A 142.250.181.246 A 172.217.16.150 A 216.58.212.182 A 142.250.74.214 A 142.250.186.182 A 172.217.18.118 A 142.250.184.214 A 172.217.23.118 A 216.58.212.150 A 142.250.185.86 A 142.250.185.118 A 142.250.185.150 A 142.250.185.182 A 142.250.185.214 A 142.250.185.246"
"180","14.863890","10.215.173.1","142.250.184.246","GQUIC","1424","Client Hello, PKN: 1, CID: 16414724338847749397"
"181","14.914986","10.215.173.1","10.215.173.2","DNS","116","Standard query 0xe52f A www.googleadservices.com"
"182","14.945502","10.215.173.2","10.215.173.1","DNS","132","Standard query response 0xe52f A www.googleadservices.com A 142.250.184.194"
"183","14.952613","10.215.173.1","142.250.184.194","GQUIC","1424","Client Hello, PKN: 1, CID: 6986394153288756261"
"184","14.957401","10.215.173.1","142.250.184.194","TCP","108","52210  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=1605701448 TSecr=0 WS=256"
"185","14.987789","142.250.186.138","10.215.173.1","GQUIC","1424","Rejection, PKN: 1, CID: 5941524626570576836"
"186","14.990032","142.250.186.138","10.215.173.1","GQUIC","1424","Payload (Encrypted), PKN: 2, CID: 5941524626570576836"
"187","14.990498","10.215.173.1","142.250.186.138","GQUIC","112","Payload (Encrypted), PKN: 2, CID: 5941524626570576836"
"188","14.995431","142.250.186.138","10.215.173.1","GQUIC","1424","Payload (Encrypted), PKN: 3, CID: 5941524626570576836"
"189","15.007771","142.250.184.246","10.215.173.1","GQUIC","1424","Rejection, PKN: 1, CID: 16414724338847749397"
"190","15.025889","10.215.173.1","142.250.186.138","GQUIC","112","Payload (Encrypted), PKN: 3, CID: 5941524626570576836"
"191","15.029862","142.250.184.246","10.215.173.1","GQUIC","1424","Payload (Encrypted), PKN: 2, CID: 16414724338847749397"
"192","15.029997","142.250.184.246","10.215.173.1","GQUIC","1424","Payload (Encrypted), PKN: 3, CID: 16414724338847749397"
"193","15.030774","10.215.173.1","142.250.184.246","GQUIC","112","Payload (Encrypted), PKN: 2, CID: 16414724338847749397"
"194","15.052134","10.215.173.1","142.250.186.138","GQUIC","1424","Client Hello, PKN: 4, CID: 5941524626570576836"
"195","15.053332","10.215.173.1","142.250.186.138","GQUIC","252","Payload (Encrypted), PKN: 5, CID: 5941524626570576836"
"196","15.057646","10.215.173.1","142.250.184.246","GQUIC","112","Payload (Encrypted), PKN: 3, CID: 16414724338847749397"
"197","15.067508","142.250.184.194","10.215.173.1","TCP","96","443  >  52210 [SYN, ACK] Seq=0 Ack=1 Win=750 Len=0 MSS=1460 WS=256"
"198","15.067668","10.215.173.1","142.250.184.194","TCP","88","52210  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=0"
"199","15.068263","10.215.173.1","142.250.184.246","GQUIC","1424","Client Hello, PKN: 4, CID: 16414724338847749397"
"200","15.068836","10.215.173.1","142.250.184.246","GQUIC","244","Payload (Encrypted), PKN: 5, CID: 16414724338847749397"
"201","15.071764","10.215.173.1","142.250.184.194","TCP","464","52210  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=375 [TCP segment of a reassembled PDU]"
"202","15.071962","142.250.184.194","10.215.173.1","TCP","88","443  >  52210 [ACK] Seq=1 Ack=376 Win=191744 Len=0"
"203","15.072149","10.215.173.1","142.250.184.194","TCP","464","52210  >  443 [PSH, ACK] Seq=376 Ack=1 Win=87808 Len=375 [TCP segment of a reassembled PDU]"
"204","15.072241","142.250.184.194","10.215.173.1","TCP","88","443  >  52210 [ACK] Seq=1 Ack=751 Win=191488 Len=0"
"205","15.072321","10.215.173.1","142.250.184.194","TCP","464","52210  >  443 [ACK] Seq=751 Ack=1 Win=87808 Len=375 [TCP segment of a reassembled PDU]"
"206","15.072361","142.250.184.194","10.215.173.1","TCP","88","443  >  52210 [ACK] Seq=1 Ack=1126 Win=190976 Len=0"
"207","15.072416","10.215.173.1","142.250.184.194","TLSv1.3","460","Client Hello"
"208","15.072523","142.250.184.194","10.215.173.1","TCP","88","443  >  52210 [ACK] Seq=1 Ack=1498 Win=190720 Len=0"
"209","15.077559","142.250.184.194","10.215.173.1","GQUIC","1424","Rejection, PKN: 1, CID: 6986394153288756261"
"210","15.081711","142.250.184.194","10.215.173.1","GQUIC","1424","Payload (Encrypted), PKN: 2, CID: 6986394153288756261"
"211","15.081818","142.250.184.194","10.215.173.1","GQUIC","1424","Payload (Encrypted), PKN: 3, CID: 6986394153288756261"
