"No.","Time","Source","Destination","Protocol","Length","Info"
"31","1.093666","142.250.200.194","10.215.173.1","TCP","48","443  >  42394 [SYN, ACK] Seq=0 Ack=1 Win=750 Len=0 MSS=1460 WS=256"
"32","1.093742","10.215.173.1","142.250.200.194","TCP","40","42390  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=0"
"33","1.093756","10.215.173.1","142.250.200.194","TCP","40","42394  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=0"
"34","1.094647","10.215.173.1","142.250.200.194","TCP","415","42390  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=375 [TCP segment of a reassembled PDU]"
"35","1.094798","142.250.200.194","10.215.173.1","TCP","40","443  >  42390 [ACK] Seq=1 Ack=376 Win=191744 Len=0"
"36","1.094854","10.215.173.1","142.250.200.194","TLSv1.3","264","Client Hello"
"37","1.094975","142.250.200.194","10.215.173.1","TCP","40","443  >  42390 [ACK] Seq=1 Ack=600 Win=191488 Len=0"
"38","1.095909","10.215.173.1","142.250.200.194","TCP","415","42394  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=375 [TCP segment of a reassembled PDU]"
"39","1.096020","142.250.200.194","10.215.173.1","TCP","40","443  >  42394 [ACK] Seq=1 Ack=376 Win=191744 Len=0"
"40","1.096100","10.215.173.1","142.250.200.194","TLSv1.3","264","Client Hello"
"41","1.096216","142.250.200.194","10.215.173.1","TCP","40","443  >  42394 [ACK] Seq=1 Ack=600 Win=191488 Len=0"
"42","1.105416","74.125.133.188","10.215.173.1","TCP","48","5228  >  42696 [SYN, ACK] Seq=0 Ack=1 Win=750 Len=0 MSS=1460 WS=256"
"43","1.105534","10.215.173.1","74.125.133.188","TCP","40","42696  >  5228 [ACK] Seq=1 Ack=1 Win=87808 Len=0"
"44","1.107701","10.215.173.1","74.125.133.188","TCP","415","42696  >  5228 [ACK] Seq=1 Ack=1 Win=87808 Len=375 [TCP segment of a reassembled PDU]"
"45","1.107775","74.125.133.188","10.215.173.1","TCP","40","5228  >  42696 [ACK] Seq=1 Ack=376 Win=191744 Len=0"
"46","1.107827","10.215.173.1","74.125.133.188","TLSv1.3","198","Client Hello"
"47","1.107930","74.125.133.188","10.215.173.1","TCP","40","5228  >  42696 [ACK] Seq=1 Ack=534 Win=191488 Len=0"
"48","1.145421","10.215.173.1","10.215.173.2","DNS","58","Standard query 0xf273 A mobilespy.at"
"49","1.187382","10.215.173.2","10.215.173.1","DNS","106","Standard query response 0xf273 A mobilespy.at A 172.67.71.89 A 104.26.4.227 A 104.26.5.227"
"50","1.192918","10.215.173.1","172.67.71.89","TCP","60","42066  >  2053 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=3992390642 TSecr=0 WS=256"
"51","1.194422","47.241.218.212","10.215.173.1","TCP","48","5222  >  45218 [SYN, ACK] Seq=0 Ack=1 Win=750 Len=0 MSS=1460 WS=256"
"52","1.194777","10.215.173.1","47.241.218.212","TCP","40","45218  >  5222 [ACK] Seq=1 Ack=1 Win=87808 Len=0"
"53","1.196082","10.215.173.1","47.241.218.212","TCP","220","45218  >  5222 [PSH, ACK] Seq=1 Ack=1 Win=87808 Len=180 [TCP segment of a reassembled PDU]"
"54","1.196226","47.241.218.212","10.215.173.1","TCP","40","5222  >  45218 [ACK] Seq=1 Ack=181 Win=192000 Len=0"
"55","1.210371","216.58.205.206","10.215.173.1","TLSv1.3","258","Server Hello, Change Cipher Spec, Application Data"
"56","1.210578","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=566 Ack=219 Win=88576 Len=0"
"57","1.212331","10.215.173.1","216.58.205.206","TLSv1.3","104","Change Cipher Spec, Application Data"
"58","1.212425","216.58.205.206","10.215.173.1","TCP","40","443  >  59394 [ACK] Seq=219 Ack=630 Win=192000 Len=0"
"59","1.216808","10.215.173.1","216.58.205.206","TLSv1.3","292","Application Data"
"60","1.216837","216.58.205.206","10.215.173.1","TCP","40","443  >  59394 [ACK] Seq=219 Ack=882 Win=191744 Len=0"
"61","1.243808","142.250.200.194","10.215.173.1","TLSv1.3","252","Server Hello, Change Cipher Spec, Application Data"
"62","1.243958","10.215.173.1","142.250.200.194","TCP","40","42390  >  443 [ACK] Seq=600 Ack=213 Win=88576 Len=0"
"63","1.244623","10.215.173.1","142.250.200.194","TLSv1.3","104","Change Cipher Spec, Application Data"
"64","1.244720","142.250.200.194","10.215.173.1","TCP","40","443  >  42390 [ACK] Seq=213 Ack=664 Win=192000 Len=0"
"65","1.244925","10.215.173.1","142.250.200.194","TLSv1.3","132","Application Data"
"66","1.244948","142.250.200.194","10.215.173.1","TCP","40","443  >  42390 [ACK] Seq=213 Ack=756 Win=192000 Len=0"
"67","1.245425","10.215.173.1","142.250.200.194","TCP","1500","42390  >  443 [ACK] Seq=756 Ack=213 Win=88576 Len=1460 [TCP segment of a reassembled PDU]"
"68","1.245500","142.250.200.194","10.215.173.1","TCP","40","443  >  42390 [ACK] Seq=213 Ack=2216 Win=190464 Len=0"
"69","1.245554","10.215.173.1","142.250.200.194","TLSv1.3","304","Application Data"
"70","1.245563","142.250.200.194","10.215.173.1","TCP","40","443  >  42390 [ACK] Seq=213 Ack=2480 Win=190208 Len=0"
"71","1.251323","142.250.200.194","10.215.173.1","TLSv1.3","252","Server Hello, Change Cipher Spec, Application Data"
"72","1.251483","10.215.173.1","142.250.200.194","TCP","40","42394  >  443 [ACK] Seq=600 Ack=213 Win=88576 Len=0"
"73","1.252307","10.215.173.1","142.250.200.194","TLSv1.3","104","Change Cipher Spec, Application Data"
"74","1.252363","142.250.200.194","10.215.173.1","TCP","40","443  >  42394 [ACK] Seq=213 Ack=664 Win=192000 Len=0"
"75","1.269737","74.125.133.188","10.215.173.1","TLSv1.3","243","Server Hello, Change Cipher Spec, Application Data"
"76","1.269978","172.67.71.89","10.215.173.1","TCP","48","2053  >  42066 [SYN, ACK] Seq=0 Ack=1 Win=750 Len=0 MSS=1460 WS=256"
"77","1.270142","10.215.173.1","74.125.133.188","TCP","40","42696  >  5228 [ACK] Seq=534 Ack=204 Win=88576 Len=0"
"78","1.270153","10.215.173.1","172.67.71.89","TCP","40","42066  >  2053 [ACK] Seq=1 Ack=1 Win=87808 Len=0"
"79","1.271473","10.215.173.1","74.125.133.188","TLSv1.3","104","Change Cipher Spec, Application Data"
"80","1.271568","74.125.133.188","10.215.173.1","TCP","40","5228  >  42696 [ACK] Seq=204 Ack=598 Win=192000 Len=0"
"81","1.272912","10.215.173.1","172.67.71.89","TCP","415","42066  >  2053 [ACK] Seq=1 Ack=1 Win=87808 Len=375 [TCP segment of a reassembled PDU]"
"82","1.273080","172.67.71.89","10.215.173.1","TCP","40","2053  >  42066 [ACK] Seq=1 Ack=376 Win=191744 Len=0"
"83","1.273180","10.215.173.1","172.67.71.89","TLSv1.3","182","Client Hello"
"84","1.273378","172.67.71.89","10.215.173.1","TCP","40","2053  >  42066 [ACK] Seq=1 Ack=518 Win=191488 Len=0"
"85","1.286655","10.215.173.1","74.125.133.188","TLSv1.3","402","Application Data"
"86","1.286829","74.125.133.188","10.215.173.1","TCP","40","5228  >  42696 [ACK] Seq=204 Ack=960 Win=191744 Len=0"
"87","1.301790","157.240.195.54","10.215.173.1","SSL","154","Continuation Data"
"88","1.302244","10.215.173.1","157.240.195.54","TCP","40","59692  >  443 [ACK] Seq=272 Ack=115 Win=87808 Len=0"
"89","1.311992","10.215.173.1","157.240.195.54","TCP","43","59692  >  443 [PSH, ACK] Seq=272 Ack=115 Win=87808 Len=3 [TCP segment of a reassembled PDU]"
"90","1.312093","157.240.195.54","10.215.173.1","TCP","40","443  >  59692 [ACK] Seq=115 Ack=275 Win=192000 Len=0"
"91","1.312188","10.215.173.1","157.240.195.54","SSL","77","Continuation Data"
"92","1.312209","157.240.195.54","10.215.173.1","TCP","40","443  >  59692 [ACK] Seq=115 Ack=312 Win=192000 Len=0"
"93","1.357491","142.250.200.194","10.215.173.1","TLSv1.3","648","Application Data, Application Data"
"94","1.358103","10.215.173.1","142.250.200.194","TLSv1.3","71","Application Data"
"95","1.358209","142.250.200.194","10.215.173.1","TCP","40","443  >  42390 [ACK] Seq=821 Ack=2511 Win=190208 Len=0"
"96","1.370122","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"97","1.370382","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data"
"98","1.370549","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=3067 Win=94208 Len=0"
"99","1.370594","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data"
"100","1.371685","216.58.205.206","10.215.173.1","TLSv1.3","1176","Application Data"
"101","1.371948","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=5663 Win=100096 Len=0"
"102","1.384337","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"103","1.386229","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"104","1.386510","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=8439 Win=105984 Len=0"
"105","1.388578","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data"
"106","1.388743","142.250.200.194","10.215.173.1","TLSv1.3","71","Application Data"
"107","1.388932","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data"
"108","1.389124","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=11359 Win=111872 Len=0"
"109","1.389167","216.58.205.206","10.215.173.1","TLSv1.3","1284","Application Data"
"110","1.390025","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"111","1.390209","142.250.200.194","10.215.173.1","TLSv1.3","648","Application Data, Application Data"
"112","1.390334","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=13991 Win=117760 Len=0"
"113","1.391841","142.250.200.194","10.215.173.1","TLSv1.3","845","Application Data, Application Data, Application Data"
"114","1.392091","172.67.71.89","10.215.173.1","TLSv1.3","258","Server Hello, Change Cipher Spec, Application Data"
"115","1.392524","10.215.173.1","142.250.200.194","TCP","40","42390  >  443 [ACK] Seq=2511 Ack=1657 Win=91392 Len=0"
"116","1.392547","10.215.173.1","172.67.71.89","TCP","40","42066  >  2053 [ACK] Seq=518 Ack=219 Win=88576 Len=0"
"117","1.395290","10.215.173.1","172.67.71.89","TLSv1.3","104","Change Cipher Spec, Application Data"
"118","1.395398","172.67.71.89","10.215.173.1","TCP","40","2053  >  42066 [ACK] Seq=219 Ack=582 Win=192000 Len=0"
"119","1.399729","10.215.173.1","142.250.200.194","TLSv1.3","79","Application Data"
"120","1.399881","142.250.200.194","10.215.173.1","TCP","40","443  >  42390 [ACK] Seq=1657 Ack=2550 Win=192000 Len=0"
"121","1.405280","10.215.173.1","172.67.71.89","TLSv1.3","622","Application Data"
"122","1.405524","172.67.71.89","10.215.173.1","TCP","40","2053  >  42066 [ACK] Seq=219 Ack=1164 Win=191488 Len=0"
"123","1.429577","47.241.218.212","10.215.173.1","TCP","106","5222  >  45218 [PSH, ACK] Seq=1 Ack=181 Win=192000 Len=66 [TCP segment of a reassembled PDU]"
"124","1.429772","10.215.173.1","47.241.218.212","TCP","40","45218  >  5222 [ACK] Seq=181 Ack=67 Win=87808 Len=0"
"125","1.431201","10.215.173.1","142.250.200.194","TCP","40","42394  >  443 [ACK] Seq=664 Ack=821 Win=89600 Len=0"
"126","1.433521","74.125.133.188","10.215.173.1","TLSv1.3","569","Application Data, Application Data"
"127","1.437847","74.125.133.188","10.215.173.1","TLSv1.3","124","Application Data"
"128","1.437946","10.215.173.1","74.125.133.188","TCP","40","42696  >  5228 [ACK] Seq=960 Ack=817 Win=89600 Len=0"
"129","1.439671","74.125.133.188","10.215.173.1","TLSv1.3","74","Application Data"
"130","1.447641","157.240.195.54","10.215.173.1","SSL","123","Continuation Data"
"131","1.457481","10.215.173.1","47.241.218.212","TCP","982","45218  >  5222 [PSH, ACK] Seq=181 Ack=67 Win=87808 Len=942 [TCP segment of a reassembled PDU]"
"132","1.457603","47.241.218.212","10.215.173.1","TCP","40","5222  >  45218 [ACK] Seq=67 Ack=1123 Win=191232 Len=0"
"133","1.483097","10.215.173.1","74.125.133.188","TCP","40","42696  >  5228 [ACK] Seq=960 Ack=851 Win=89600 Len=0"
"134","1.490976","10.215.173.1","157.240.195.54","TCP","40","59692  >  443 [ACK] Seq=312 Ack=198 Win=87808 Len=0"
"135","1.543546","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"136","1.587011","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=15379 Win=120576 Len=0"
"137","4.358032","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"138","4.358587","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=16767 Win=123392 Len=0"
"139","4.358810","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"140","4.359050","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=18155 Win=126464 Len=0"
"141","4.383541","157.240.195.54","10.215.173.1","SSL","235","Continuation Data"
"142","4.383741","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data, Application Data"
"143","4.383910","10.215.173.1","157.240.195.54","TCP","40","59692  >  443 [ACK] Seq=312 Ack=393 Win=88576 Len=0"
"144","4.383930","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=19615 Win=129280 Len=0"
"145","4.383965","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data, Application Data, Application Data"
"146","4.384078","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=21075 Win=132352 Len=0"
"147","4.384112","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data"
"148","4.384217","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=22535 Win=135168 Len=0"
"149","4.384251","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data, Application Data"
"150","4.384357","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=23995 Win=138240 Len=0"
"151","4.384392","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data"
"152","4.384624","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=25455 Win=141056 Len=0"
"153","4.384696","216.58.205.206","10.215.173.1","TLSv1.3","1068","Application Data"
"154","4.384935","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=26483 Win=143872 Len=0"
"155","4.394187","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"156","4.394313","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=27871 Win=146944 Len=0"
"157","4.413107","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data"
"158","4.413245","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=29331 Win=149760 Len=0"
"159","4.413269","216.58.205.206","10.215.173.1","TLSv1.3","1356","Application Data"
"160","4.413330","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=30647 Win=152832 Len=0"
"161","4.422092","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"162","4.422238","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=32035 Win=155648 Len=0"
"163","4.422289","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data"
"164","4.422364","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=33495 Win=158464 Len=0"
"165","4.422400","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data, Application Data"
"166","4.422468","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=34955 Win=161536 Len=0"
"167","4.422489","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data"
"168","4.422553","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=36415 Win=164352 Len=0"
"169","4.422574","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data"
"170","4.422638","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=37875 Win=167424 Len=0"
"171","4.422659","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data, Application Data"
"172","4.422802","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=39335 Win=170240 Len=0"
"173","4.422824","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data"
"174","4.422894","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=40795 Win=173056 Len=0"
"175","4.422915","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data, Application Data"
"176","4.422980","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=42255 Win=176128 Len=0"
"177","4.423001","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data"
"178","4.423065","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=43715 Win=178944 Len=0"
"179","4.423086","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data, Application Data"
"180","4.423158","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=45175 Win=182016 Len=0"
"181","4.423180","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data"
"182","4.423245","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=46635 Win=184832 Len=0"
"183","4.423267","216.58.205.206","10.215.173.1","TLSv1.3","1500","Application Data"
"184","4.423330","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=48095 Win=187648 Len=0"
"185","4.423352","216.58.205.206","10.215.173.1","TCP","636","443  >  59394 [PSH, ACK] Seq=48095 Ack=882 Win=192000 Len=596 [TCP segment of a reassembled PDU]"
"186","4.423415","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=48691 Win=190720 Len=0"
"187","4.625035","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"188","4.625344","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=50079 Win=193536 Len=0"
"189","4.636993","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"190","4.637226","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=51467 Win=196608 Len=0"
"191","4.664199","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"192","4.664897","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=52855 Win=199424 Len=0"
"193","4.668203","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data, Application Data"
"194","4.668542","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=54243 Win=202240 Len=0"
"195","4.671226","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"196","4.671477","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=55631 Win=205312 Len=0"
"197","4.673372","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"198","4.673654","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=57019 Win=208128 Len=0"
"199","4.681208","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"200","4.681575","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=58407 Win=211200 Len=0"
"201","4.683292","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data, Application Data"
"202","4.683523","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=59795 Win=214016 Len=0"
"203","4.684963","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"204","4.685210","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=61183 Win=216832 Len=0"
"205","4.686307","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"206","4.686607","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=62571 Win=219904 Len=0"
"207","4.689954","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"208","4.690181","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=63959 Win=222720 Len=0"
"209","4.691990","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data, Application Data"
"210","4.692331","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=65347 Win=225792 Len=0"
"211","4.696128","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"212","4.696393","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=66735 Win=228608 Len=0"
"213","4.699266","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"214","4.699510","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=68123 Win=231680 Len=0"
"215","4.700862","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"216","4.701103","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=69511 Win=234496 Len=0"
"217","4.703324","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"218","4.703665","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=70899 Win=237312 Len=0"
"219","4.707149","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"220","4.707412","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=72287 Win=240384 Len=0"
"221","4.709971","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data, Application Data"
"222","4.710290","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=73675 Win=243200 Len=0"
"223","4.713198","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"224","4.713435","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=75063 Win=246272 Len=0"
"225","4.713898","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"226","4.714116","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=76451 Win=249088 Len=0"
"227","4.718949","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"228","4.719172","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=77839 Win=251904 Len=0"
"229","4.723116","216.58.205.206","10.215.173.1","TLSv1.3","1428","Application Data"
"230","4.723376","10.215.173.1","216.58.205.206","TCP","40","59394  >  443 [ACK] Seq=882 Ack=79227 Win=254976 Len=0"
